benchmark	first_line	total	correct	wrong_label	parse_fail	multiline	n_cells	pred	match_via
xnli	ہم $2 ملین کی منزل مقصود تک	2	0	0	2	0	2		none
xnli	ہم باقی 38 فیصد کی فراہ	2	0	0	2	0	2		none
xnli	ہم امید کرتے ہیں کہ آپ ان سے بات کرنے	2	0	0	2	0	2		none
xnli	بیجوں کی رقم کے طور پر استعمال کے	2	0	0	2	0	1		none
xnli	قابل ستائش نمبروں کے باوجود،	2	0	0	2	0	1		none
xnli	6 کے لئے مائکروویو کو	2	0	0	2	0	1		none
xnli	[entailment]	2	1	1	0	0	1	entailment	english_substring
xnli	تو ایک ہائبرڈ پلان کے بارے	2	0	0	2	0	1		none
xnli	مسز ڈالووے کے لئے تعریفی پی	2	0	0	2	0	1		none
xnli	اس نے اس لفظ سے ایک نظم لکھی	2	0	0	2	0	2		none
xnli	اس معاملے میں اسکیٹ اس نوٹ	2	0	0	2	0	1		none
xnli	مسٹر نیلڈز نے کہا کہ وہ	2	0	0	2	0	2		none
xnli	اس کے علاوہ، شائع کرنے والے آج کل	2	0	0	2	0	1		none
xnli	اس کے باوجود، ہنی کا علاج عملی	2	0	0	2	0	1		none
xnli	تو میں بالکل پر یقین نہیں ہوں کہ کیوں۔	2	0	0	2	0	1		none
xnli	ہم سب نے کیا ہے، انہوں نے ہمیں کسی	2	0	0	2	0	1		none
xnli	ہم نہیں جانتے تھے کہ وہ کہاں جا رہے تھے	2	0	0	2	0	1		none
xnli	برہنہ شہر میں کئی د	2	0	0	2	0	1		none
xnli	یہ دونوں ایک دوسرے سے منسلک ہیں۔	2	0	0	2	0	1		none
xnli	تو ویسے بھی، ام، وہ وہاں آ	2	0	0	2	0	1		none
xnli	Contradiction۔	2	1	1	0	0	1	contradiction	english_substring
xnli	تو آپ نے کہا کہ آپ کے بچے	2	0	0	2	0	1		none
xnli	ہم اصل میں تاریخی طبیعی ماہر نہیں	2	0	0	2	0	1		none
xnli	تو میں یہ جاری رکھنا چاہتا ہوں کیونکہ	2	0	0	2	0	1		none
xnli	نہیں، میں اس فیصلہ سے مطمئن نہیں ہوں	2	0	0	2	0	1		none
xnli	ایچ ایچ رچرڈسن اور	2	0	0	2	0	1		none
xnli	مساوی طور پر غیر یقینی طور پر	2	0	0	2	0	1		none
xnli	آپ صحیح ہو سکتے ہیں، اور آپ غلط ہ	2	0	0	2	0	1		none
xnli	ایف بی آئی کے قانونی انتباہ	2	0	0	2	0	1		none
xnli	تو، یہ ایک ہائبرڈ پلان	2	0	0	2	0	1		none
xnli	2.0.0.0 alfaz	2	0	0	2	0	1		none
xnli	Conidera is in the Sant Antoni Bay.	1	0	0	1	0	1		none
xnli	The hypothesis is entailed by the premise. The	1	0	0	1	0	1		none
xnli	Alarming	1	0	0	1	0	1		none
xnli	None of the neighborhoods had rezadores or rezadoras	1	0	0	1	0	1		none
xnli	یہ premise اور hypothesis کے درمیان کوئی تعلق نہیں ہے	1	0	0	1	0	1		none
xnli	entailment. The hypothesis is entailed by	1	0	1	0	0	1	entailment	english_substring
xnli	Coniera is in the Bay of San Antonio.	1	0	0	1	0	1		none
xnli	Contraindicado.	1	0	0	1	0	1		none
xnli	Contradicción. La premisa establece que si se	1	0	1	0	0	1	contradiction	native_substring
xnli	interaction.	1	0	0	1	0	1		none
xnli	La implicación (entailment)	1	0	1	0	0	1	entailment	english_substring
xnli	Hypothesis is entailed by the premise.	1	0	0	1	0	1		none
xnli	ایڈوب ہومز خطرناک تھی	1	0	0	1	1	1		none
xnli	نیچے دی گئی premise اور hypothesis کے درمیان کوئی	1	0	0	1	0	1		none
xnli	Hypothesis: بچوں کو چھوٹے کشتیوں	1	0	0	1	0	1		none
xnli	‎‎فوائد اور نقصانات۔	1	0	0	1	0	1		none
xnli	‎‎contradictory	1	0	0	1	1	1		none
xnli	لازم آتی ہے	1	0	1	0	1	1	entailment	native_exact
xnli	لازمی سی بات ہے کہ اس کتاب کے شائع	1	0	1	0	0	1	entailment	native_substring
xnli	لازمی سی بات ہے کہ ہم آج سے روز	1	0	1	0	0	1	entailment	native_substring
xnli	جواب: جواب: جواب: جواب: جواب:	1	0	0	1	0	1		none
xnli	یہ premise سے لازم آتی ہے۔	1	0	1	0	0	1	entailment	native_substring
xnli	Confrontation	1	0	0	1	0	1		none
xnli	假设是前提的同义词。	1	0	0	1	0	1		none
xnli	假设: We cant draw any conclusions.	1	0	0	1	0	1		none
xnli	假设和前提之间存在矛盾。假设中	1	1	0	0	0	1	contradiction	native_substring
xnli	前提和假设是相同的，因为它们都涉及	1	0	0	1	0	1		none
xnli	假设是前提的延伸，提供额外的	1	0	0	1	0	1		none
xnli	假设是前提的矛盾，因为前提描述的是	1	1	0	0	0	1	contradiction	native_substring
xnli	假设是前提的延伸，表明假设是	1	0	0	1	0	1		none
xnli	假设。假设是前提的否定或反	1	0	0	1	0	1		none
xnli	假设是前提的矛盾，因为前提中提到	1	1	0	0	0	1	contradiction	native_substring
xnli	假设是错误的，因为 Title 7 涉及	1	0	0	1	0	1		none
xnli	假设entails a contradiction with the premise.	1	1	0	0	0	1	contradiction	english_substring
xnli	我们使用公式来计算每站大约可以	1	0	0	1	0	1		none
xnli	假设是前提的延伸或扩展，表明	1	0	0	1	0	1		none
xnli	假设是entailment，因为它表明前提	1	0	0	1	0	1		none
xnli	假设是前提的直接结果，因为它基于	1	0	0	1	0	1		none
xnli	假设是前提的直接结果，因为如果您	1	0	0	1	0	1		none
xnli	假设是前提的矛盾，因为假设声称心脏	1	1	0	0	0	1	contradiction	native_substring
xnli	假设是前提的替代形式，用于提供	1	0	0	1	0	1		none
xnli	假设是前提的矛盾，因为前提是周一	1	1	0	0	0	1	contradiction	native_substring
xnli	假设是前提的直接结果，因为如果 Clinton	1	0	0	1	0	1		none
xnli	Yes, I am serious.	1	0	0	1	0	1		none
xnli	是的，我是认真的。	1	0	0	1	0	1		none
xnli	假设是前提的解释或补充。	1	0	0	1	0	1		none
xnli	是的，Red，您说的正确。	1	0	0	1	0	1		none
xnli	是的，红是正确的。	1	0	0	1	0	1		none
xnli	Imagination	1	0	0	1	0	1		none
xnli	Gambler	1	0	0	1	0	1		none
xnli	Hybrid.	1	0	0	1	0	1		none
xnli	Appreciation	1	0	0	1	0	1		none
xnli	HIC	1	0	0	1	0	1		none
xnli	Sociology	1	0	0	1	0	1		none
xnli	Polysemy	1	0	0	1	0	1		none
xnli	Hypothesis: I dealt with the U2's	1	0	0	1	0	1		none
xnli	Hypothesis: Tests were done in the miniature altitude	1	0	0	1	0	1		none
xnli	Hypothesis: I retired in 2020.	1	0	0	1	0	1		none
xnli	Hypothesis: The client named Cutty makes $	1	0	0	1	0	1		none
xnli	Hypothesis: There is a client named Cutty	1	0	0	1	0	1		none
xnli	Hypothesis: We don't have any clients called Cut	1	0	0	1	0	1		none
xnli	Hypothesis: One child died out of the five	1	0	0	1	0	1		none
xnli	Hypothesis: The U2 took a lot of	1	0	0	1	0	1		none
xnli	Hypothesis: The U2 took a ton of	1	0	0	1	0	1		none
xnli	Hypothesis: We had no footage, so we	1	0	0	1	0	1		none
xnli	Hypothesis: The radiation can be contained during a	1	0	0	1	0	1		none
xnli	Hypothesis: The radiation would leak out from a	1	0	0	1	0	1		none
xnli	Hypothesis: The radiation would not leak out during	1	0	0	1	0	1		none
xnli	یہ پیش گوئی ہے کہ چیف نے امر	1	0	0	1	0	1		none
xnli	Hypothesis: The Chief just recently retired a few	1	0	0	1	0	1		none
xnli	Hypothesis: More than one aircraft arrive every week	1	0	0	1	0	1		none
xnli	یہ ایک پیشگوئی ہے، کیونکہ یہ ایک	1	0	0	1	0	1		none
xnli	یہ ایک پیشگوئی ہے جو ایک فرضی	1	0	0	1	0	1		none
xnli	Hypothesis: The bomb had been deactivated by	1	0	0	1	0	1		none
xnli	Hypothesis: I will calculate it based off of	1	0	0	1	0	1		none
xnli	Hypothesis: He continued to live in Augusta.	1	0	0	1	0	1		none
xnli	Hypothesis: They never told us where they were	1	0	0	1	0	1		none
xnli	They are paying for housing.	1	0	0	1	0	1		none
xnli	Hypothesis: Kennedy told our troops to look for	1	0	0	1	0	1		none
xnli	Hypothesis: They didn't stop any ships because they	1	0	0	1	0	1		none
xnli	Hypothesis: They found 20 missiles	1	0	0	1	0	1		none
xnli	Hypothesis: The man entered the room.	1	0	0	1	0	1		none
xnli	Hypothesis: My grandparents were a very loving couple	1	0	0	1	0	1		none
xnli	Hypothesis: I entered it in all on time	1	0	0	1	0	1		none
xnli	Hypothesis: The atomic bomb has no trigger.	1	0	0	1	0	1		none
xnli	Hypothesis: You can get the suits in any	1	0	0	1	0	1		none
xnli	Hypothesis: We had no training with anyone.	1	0	0	1	0	1		none
xnli	Hypothesis: We trained for 5 weeks with	1	0	0	1	0	1		none
xnli	Hypothesis: We trained with a lot of other	1	0	0	1	0	1		none
xnli	Hypothesis: She didn't speak to me.	1	0	0	1	0	1		none
xnli	Hypothesis: I haven't read any books longer than	1	0	0	1	0	1		none
xnli	Hypothesis: I read books every day.	1	0	0	1	0	1		none
xnli	Hypothesis: I was not chosen to attend the	1	0	0	1	0	1		none
xnli	Hypothesis: I was picked to go to that	1	0	0	1	0	1		none
xnli	Hypothesis: I cover completely new material.	1	0	0	1	0	1		none
xnli	Hypothesis: I cover the same stuff as the	1	0	0	1	0	1		none
xnli	Hypothesis: I could do something.	1	0	0	1	0	1		none
xnli	Hypothesis: I knew there was nothing I could	1	0	0	1	0	1		none
xnli	Hypothesis: I think I could have done something	1	0	0	1	0	1		none
xnli	Hypothesis: I borrowed her phone to make the	1	0	0	1	0	1		none
xnli	Hypothesis: I called the number when I arrived	1	0	0	1	0	1		none
xnli	Hypothesis: I was supposed to call, but	1	0	0	1	0	1		none
xnli	Hypothesis: I didn't go today so I didn't	1	0	0	1	0	1		none
xnli	ہم نہیں جانتے تھے کہ وہ کہاں جا رہے ہیں	1	0	0	1	0	1		none
xnli	Hypothesis: I had no appetite at all.	1	0	0	1	0	1		none
xnli	Hypothesis: It never entered my mind to quit	1	0	0	1	0	1		none
xnli	Hypothesis: He was born before 1900	1	0	0	1	0	1		none
xnli	Hypothesis: He was born in december of	1	0	0	1	0	1		none
xnli	Hypothesis: He wasn't born until 1984	1	0	0	1	0	1		none
xnli	Hypothesis: I have never been to Texas.	1	0	0	1	0	1		none
xnli	Hypothesis: The kids drank 3 bottles of	1	0	0	1	0	1		none
xnli	Hypothesis: The kids drank some of the champagne	1	0	0	1	0	1		none
xnli	آپ کا جواب صحیح ہے۔	1	0	0	1	0	1		none
xnli	Hypothesis: I understood the point.	1	0	0	1	0	1		none
xnli	ہم ٹی وی دیکھ رہے تھے۔	1	0	0	1	0	1		none
xnli	ہم کسی ٹی وی پروگرام پر کچھ	1	0	0	1	0	1		none
xnli	Hypothesis: I talked to Ramona another time	1	0	0	1	0	1		none
xnli	Hypothesis: It was an enjoyable conversation.	1	0	0	1	0	1		none
xnli	1000 people died in the Cuban Crisis	1	0	0	1	0	1		none
xnli	Hypothesis: I don't know how I was supposed	1	0	0	1	0	1		none
xnli	Hypothesis: I don't know what I was supposed	1	0	0	1	0	1		none
xnli	Hypothesis: I knew just what to use it	1	0	0	1	0	1		none
xnli	Hypothesis: I am ready to go right now	1	0	0	1	0	1		none
xnli	Hypothesis: I have never been to Washington DC	1	0	0	1	0	1		none
xnli	Hypothesis: I went to DC to see my	1	0	0	1	0	1		none
xnli	Hypothesis: I went to the nation's capital.	1	0	0	1	0	1		none
xnli	Yes, I did like and hate certain books.	1	0	0	1	0	1		none
xnli	Hypothesis: The screw affects the pressure.	1	0	0	1	0	1		none
xnli	Hypothesis: The screw is tiny and silver.	1	0	0	1	0	1		none
xnli	Hypothesis: There are no screws, just buttons	1	0	0	1	0	1		none
xnli	Hypothesis: Kennedy didn't acknowledge them.	1	0	0	1	0	1		none
xnli	Kennedy spoke to the Air Force pilots.	1	0	0	1	0	1		none
xnli	Kennedy talked to the pilots.	1	0	0	1	0	1		none
xnli	Hypothesis: She was born January 1,	1	0	0	1	0	1		none
xnli	Hypothesis: She wasn't born until 1934	1	0	0	1	0	1		none
xnli	Hypothesis: I wasn’t interested at all.	1	0	0	1	0	1		none
xnli	Hypothesis: It was interesting to me.	1	0	0	1	0	1		none
xnli	Hypothesis: No one gave any sort of support	1	0	0	1	0	1		none
xnli	Hypothesis: One man gave physiological support to the	1	0	0	1	0	1		none
xnli	Hypothesis: One man gave physiological support.	1	0	0	1	0	1		none
xnli	Hypothesis: We were not allowed to make a	1	0	0	1	0	1		none
xnli	Hypothesis: I lived in Texas.	1	0	0	1	0	1		none
xnli	Hypothesis: The Laughlin Air Force Base closed	1	0	0	1	0	1		none
xnli	Hypothesis: The Laughlin Air Force Base has	1	0	0	1	0	1		none
xnli	Hypothesis: The Laughlin Air Force Base is	1	0	0	1	0	1		none
xnli	Hypothesis: I called Ramona over to my	1	0	0	1	0	1		none
xnli	Hypothesis: I called Ramona over to where	1	0	0	1	0	1		none
xnli	Hypothesis: The Air Force bought 18 planes	1	0	0	1	0	1		none
xnli	Hypothesis: The Air Force bought planes.	1	0	0	1	0	1		none
xnli	Hypothesis: The Air Force didn't have any planes	1	0	0	1	0	1		none
xnli	Hypothesis: Her sister is married to a black	1	0	0	1	0	1		none
xnli	Hypothesis: Her sister is married.	1	0	0	1	0	1		none
xnli	Hypothesis: Her sister is single.	1	0	0	1	0	1		none
xnli	Hypothesis: She never admitted that she was wrong	1	0	0	1	0	1		none
xnli	Hypothesis: My brother never enlisted.	1	0	0	1	0	1		none
xnli	Hypothesis: I thought I was going to led	1	0	0	1	0	1		none
xnli	Hypothesis: I thought I was going to let	1	0	0	1	0	1		none
xnli	Hypothesis: I wasn't going to let anyone else	1	0	0	1	0	1		none
xnli	Hypothesis: He asked how things were going.	1	0	0	1	0	1		none
xnli	Hypothesis: He asked if we were finishing the	1	0	0	1	0	1		none
xnli	تو، میں نے اس دن تقریبا ایک	1	0	0	1	0	1		none
xnli	تو میں نے ایک دن کے لیے تقریبا	1	0	0	1	0	1		none
xnli	Hypothesis: Two guys trained me.	1	0	0	1	0	1		none
xnli	Hypothesis: You'd have to tinker with	1	0	0	1	0	1		none
xnli	Hypothesis: I had set the injector on	1	0	0	1	0	1		none
xnli	Hypothesis: I was a 9.2	1	0	0	1	0	1		none
xnli	Hypothesis: I was never a 9-	1	0	0	1	0	1		none
xnli	Hypothesis: I was in Special Activities every other	1	0	0	1	0	1		none
xnli	Hypothesis: I was in Special Activities.	1	0	0	1	0	1		none
xnli	Hypothesis: I was never in Special Activities.	1	0	0	1	0	1		none
xnli	Hypothesis: I knew the work needed to be	1	0	0	1	0	1		none
xnli	Hypothesis: They had twenty family members living in	1	0	0	1	0	1		none
xnli	Hypothesis: They lived in Atlanta.	1	0	0	1	0	1		none
xnli	Hypothesis: I said I like the new version	1	0	0	1	0	1		none
xnli	Hypothesis: I said that I approved of it	1	0	0	1	0	1		none
xnli	Hypothesis: I ate the pizza in less than	1	0	0	1	0	1		none
xnli	Hypothesis: I scarfed the food down.	1	0	0	1	0	1		none
xnli	Hypothesis: I have never been to Los Vegas	1	0	0	1	0	1		none
xnli	Hypothesis: I have worked in both Las Vegas	1	0	0	1	0	1		none
xnli	Hypothesis: I worked as a cab driver in	1	0	0	1	0	1		none
xnli	Hypothesis: The tabs have a lot of data	1	0	0	1	0	1		none
xnli	Hypothesis: They never moved to Charlotte.	1	0	0	1	0	1		none
xnli	Hypothesis: They don't have any of the files	1	0	0	1	0	1		none
xnli	Hypothesis: They keep all the files.	1	0	0	1	0	1		none
xnli	Hypothesis: They keep the medical and legal files	1	0	0	1	0	1		none
xnli	Hypothesis: She gave me two different versions.	1	0	0	1	0	1		none
xnli	Hypothesis: She gave me two types of instructions	1	0	0	1	0	1		none
xnli	Hypothesis: I was told to go to DC	1	0	0	1	0	1		none
xnli	Hypothesis: The army sent me to DC right	1	0	0	1	0	1		none
xnli	Hypothesis: Our house in Concord couldn	1	0	0	1	0	1		none
xnli	Hypothesis: Our house in Concord had	1	0	0	1	0	1		none
xnli	Hypothesis: We sold all our animals when we	1	0	0	1	0	1		none
xnli	Hypothesis: We deployed our forces in 1	1	0	0	1	0	1		none
xnli	Hypothesis: We never ended up deploying anyone.	1	0	0	1	0	1		none
xnli	Hypothesis: We sent our troops to Japan in	1	0	0	1	0	1		none
xnli	Hypothesis: She said her mom also walks on	1	0	0	1	0	1		none
xnli	Hypothesis: She said her mom has the same	1	0	0	1	0	1		none
xnli	Hypothesis: I have no memories of that house	1	0	0	1	0	1		none
xnli	Hypothesis: I did not know how to do	1	0	0	1	0	1		none
xnli	ہم نے دوبارہ نقل مکانی کی۔	1	0	0	1	1	1		none
xnli	Hypothesis: I was very close friends with Mrs	1	0	0	1	0	1		none
xnli	Hypothesis: Mrs. Faulk drove a yellow	1	0	0	1	0	1		none
xnli	Hypothesis: We lived there in the green house	1	0	0	1	0	1		none
xnli	ہم وہاں بہت سال رہے۔	1	0	0	1	0	1		none
xnli	Hypothesis: We only lived there two weeks.	1	0	0	1	0	1		none
xnli	Hypothesis: He is 2 years older than	1	0	0	1	0	1		none
xnli	Hypothesis: I was so happy and relaxed!	1	0	0	1	0	1		none
xnli	ہم تکنیکی مستقبل میں داخل ہونے کے لیے در	1	0	0	1	0	1		none
xnli	ہم ٹرانزسٹر بناتے ہیں،	1	0	0	1	0	1		none
xnli	Hypothesis: I know they never travel near the	1	0	0	1	0	1		none
xnli	Hypothesis: Some people believed that all people are	1	0	0	1	0	1		none
xnli	Hypothesis: The sea was green and appeared to	1	0	0	1	0	1		none
xnli	Hypothesis: Calabi-Yau spaces are compact	1	0	0	1	0	1		none
xnli	Hypothesis: Calabi-Yau spaces are represented	1	0	0	1	0	1		none
xnli	Hypothesis: Children are incapable of sharing higher forms	1	0	0	1	0	1		none
xnli	None of the neighborhoods had spiritual leaders who weren	1	0	0	1	0	1		none
xnli	Hypothesis: Trimers and photons can be added	1	0	0	1	0	1		none
xnli	Hypothesis: You can't add things at a constant	1	0	0	1	0	1		none
xnli	Hypothesis: You should add trimers and photons	1	0	0	1	0	1		none
xnli	Hypothesis: A daughter's tenth birthday is a	1	0	0	1	0	1		none
xnli	Hypothesis: Celebration of a daughter's fifteenth	1	0	0	1	0	1		none
xnli	Sonja is a child.	1	0	0	1	0	1		none
xnli	Sonja was upset.	1	0	0	1	0	1		none
xnli	Hypothesis: Natural selection always happens.	1	0	0	1	0	1		none
xnli	Hypothesis: There is no interplay.	1	0	0	1	0	1		none
xnli	Hypothesis: There must be some interplay.	1	0	0	1	0	1		none
xnli	Hypothesis: Pachucas were bicycles.	1	0	0	1	0	1		none
xnli	Hypothesis: The particles had already been incorporated.	1	0	0	1	0	1		none
xnli	Hypothesis: There are three nongravitational	1	0	0	1	0	1		none
xnli	Hypothesis: Vaquero culture is related to	1	0	0	1	0	1		none
xnli	Hypothesis: Something has been displaced from equilibrium.	1	0	0	1	0	1		none
xnli	Hypothesis: The mica flake is a complex device	1	0	0	1	0	1		none
xnli	Hypothesis: The rate of displacement is important.	1	0	0	1	0	1		none
xnli	Hypothesis: The Fourteenth Amendment was enacted in	1	0	0	1	0	1		none
xnli	San Augustin Acolman is a small village	1	0	0	1	0	1		none
xnli	San Augustin Acolman is a village near	1	0	0	1	0	1		none
xnli	Hypothesis: The agents in the community could make	1	0	0	1	0	1		none
xnli	Hypothesis: The agents made $8,0	1	0	0	1	0	1		none
xnli	Hypothesis: La cancien rancheras are	1	0	0	1	0	1		none
xnli	Hypothesis: The Fifteenth Amendment was taken	1	0	0	1	0	1		none
xnli	Hypothesis: Neither building had a creative designer.	1	0	0	1	0	1		none
xnli	Hypothesis: La Delgadina has completely disappeared	1	0	0	1	0	1		none
xnli	Hypothesis: American retailers are all thriving right now	1	0	0	1	0	1		none
xnli	Hypothesis: The Quad is a coed student	1	0	0	1	0	1		none
xnli	Hypothesis: We cannot draw any conclusions.	1	0	0	1	0	1		none
xnli	Hypothesis: The regime is in the North.	1	0	0	1	0	1		none
xnli	Hypothesis: There are avalanches in the	1	0	0	1	0	1		none
xnli	Hypothesis: There are no avalanches in	1	0	0	1	0	1		none
xnli	Hypothesis: A girl wanted to dance on Good	1	0	0	1	0	1		none
xnli	Hypothesis: The plan is important.	1	0	0	1	0	1		none
xnli	Hypothesis: The plan is not important.	1	0	0	1	0	1		none
xnli	Hypothesis: The plan is to invade a country	1	0	0	1	0	1		none
xnli	Hypothesis: Guns are in a category.	1	0	0	1	0	1		none
xnli	Hypothesis: Genes were always linear to its	1	0	0	1	0	1		none
xnli	Hypothesis: Juan Osito is her son.	1	0	0	1	0	1		none
xnli	Hypothesis: The Maxwell demon is the work and	1	0	0	1	0	1		none
xnli	Hypothesis: There are novels that feature descriptions of	1	0	0	1	0	1		none
xnli	Hypothesis: No one agreed on a take on	1	0	0	1	0	1		none
xnli	Hypothesis: People in 1718 thought the	1	0	0	1	0	1		none
xnli	Hypothesis: There were some schools of thought that	1	0	0	1	0	1		none
xnli	Taney said congress could suspend the writ.	1	0	0	1	0	1		none
xnli	Hypothesis: Chinese cooks immigrated to Cuba.	1	0	0	1	0	1		none
xnli	There is a mixture in Chinese and Cuban cu	1	0	0	1	0	1		none
xnli	Hypothesis: No one in the eighteenth century understood	1	0	0	1	0	1		none
xnli	Hypothesis: People in the eighteenth century understood freedom	1	0	0	1	0	1		none
xnli	Hypothesis: The Constitution is preserved in a vacuum	1	0	0	1	0	1		none
xnli	Hypothesis: The cultures shared some common practices and	1	0	0	1	0	1		none
xnli	C. P. Snow wrote of the two cultures	1	0	0	1	0	1		none
xnli	Hypothesis: It is a complex matter to explain	1	0	0	1	0	1		none
xnli	Hypothesis: There is a simple explanation of it	1	0	0	1	0	1		none
xnli	Hypothesis: You can understand it if you can	1	0	0	1	0	1		none
xnli	Hypothesis: It is not easy for the dimensional	1	0	0	1	0	1		none
xnli	Hypothesis: The dimensionality of biospheres grow	1	0	0	1	0	1		none
xnli	Hypothesis: We are doing something new.	1	0	0	1	0	1		none
xnli	پیش فرض: Early American publications portray Spanish Mexicans	1	0	0	1	0	1		none
xnli	Hypothesis: Gehry does not care about happiness	1	0	0	1	0	1		none
xnli	Hypothesis: Gehry seems to say enjoy life	1	0	0	1	0	1		none
xnli	Hypothesis: Pachucas did not know pach	1	0	0	1	0	1		none
xnli	Hypothesis: Pachucas knew pachucos	1	0	0	1	0	1		none
xnli	Hypothesis: Pachucas wore more clothes than	1	0	0	1	0	1		none
xnli	Hypothesis: There are more than a million different	1	0	0	1	0	1		none
xnli	Hypothesis: There are two protein shapes in the	1	0	0	1	0	1		none
xnli	Hypothesis: We are still discovering the different shapes	1	0	0	1	0	1		none
xnli	Hypothesis: The assassination occurred in the month of	1	0	0	1	0	1		none
xnli	Hypothesis: The assassination was of a male person	1	0	0	1	0	1		none
xnli	یہ ایک پیشگوئی ہے جو ایک سوال کا	1	0	0	1	0	1		none
xnli	Hypothesis: There were lots of different colors.	1	0	0	1	0	1		none
xnli	Hypothesis: There were tons of different colors on	1	0	0	1	0	1		none
xnli	Hypothesis: The women had ribbons.	1	0	0	1	0	1		none
xnli	Hypothesis: Children are capable of imagination.	1	0	0	1	0	1		none
xnli	Hypothesis: Children cannot engage in make-believe	1	0	0	1	0	1		none
xnli	Hypothesis: If this reaction is untouched	1	0	0	1	0	1		none
xnli	Hypothesis: People are never equal.	1	0	0	1	0	1		none
xnli	Hypothesis: People will be different but equal.	1	0	0	1	0	1		none
xnli	Hypothesis: Richardson was never influential.	1	0	0	1	0	1		none
xnli	Hypothesis: Richardson was only influential for a year	1	0	0	1	0	1		none
xnli	Hypothesis: Richardson wasn't influential for very long	1	0	0	1	0	1		none
xnli	Hypothesis: Mies Van der Rohe not	1	0	0	1	0	1		none
xnli	Hypothesis: Always divide the logarithm, and never	1	0	0	1	0	1		none
xnli	Hypothesis: Multiplying the logarithm will lead to a	1	0	0	1	0	1		none
xnli	Hypothesis: Probability is involved in the calculations.	1	0	0	1	0	1		none
xnli	Hypothesis: Molecular clouds are hot.	1	0	0	1	0	1		none
xnli	Hypothesis: Molecular clouds are the birthplace of stars	1	0	0	1	0	1		none
xnli	Hypothesis: Molecular clouds do not birth stars.	1	0	0	1	0	1		none
xnli	Hypothesis: Federal and state governments may share functions	1	0	0	1	0	1		none
xnli	Hypothesis: Functions will be divided between multiple governments	1	0	0	1	0	1		none
xnli	Hypothesis: Only federal governments can have functions.	1	0	0	1	0	1		none
xnli	Hypothesis: The temper of the times was negative	1	0	0	1	0	1		none
xnli	Hypothesis: We didn't have to pray.	1	0	0	1	0	1		none
xnli	تو ہم نے سو جانے سے پہلے نماز پڑھنی	1	0	0	1	0	1		none
xnli	Hypothesis: The alterations are very extreme.	1	0	0	1	0	1		none
xnli	یہ ایک مضبوط پیش کش ہے جو ایک مض	1	0	0	1	0	1		none
xnli	یہ ایک پیش کش ہے کہ بچے اپنے والد	1	0	0	1	0	1		none
xnli	Hypothesis: There were some amendments to the constitution	1	0	0	1	0	1		none
xnli	Hypothesis: Some molecular species form in black clouds	1	0	0	1	0	1		none
xnli	Hypothesis: Some molecular species form when a cloud	1	0	0	1	0	1		none
xnli	Hypothesis: The engine block has a cylinder hole	1	0	0	1	0	1		none
xnli	Hypothesis: The engine block has a hole in	1	0	0	1	0	1		none
xnli	Hypothesis: The engine block has no holes.	1	0	0	1	0	1		none
xnli	Hypothesis: The 23rd amendment says	1	0	0	1	0	1		none
xnli	Hypothesis: Social and political justice should foster human	1	0	0	1	0	1		none
xnli	Hypothesis: Hominids have evolved over the	1	0	0	1	0	1		none
xnli	Hypothesis: The econospheres of hominids	1	0	0	1	0	1		none
xnli	Hypothesis: A lush landscape was within sight.	1	0	0	1	0	1		none
xnli	Hypothesis: His Majesty has envoys,	1	0	0	1	0	1		none
xnli	Hypothesis: His Majesty sent me here about	1	0	0	1	0	1		none
xnli	Hypothesis: I do not take orders from His	1	0	0	1	0	1		none
xnli	Hypothesis: He never thought he owed you anything	1	0	0	1	0	1		none
xnli	Hypothesis: He thought he owed you something.	1	0	0	1	0	1		none
xnli	Hypothesis: I traveled near to Jamaica after	1	0	0	1	0	1		none
xnli	Hypothesis: I traveled to Jamaica in a	1	0	0	1	0	1		none
xnli	Hypothesis: Blood was ruminating while lying down	1	0	0	1	0	1		none
xnli	Hypothesis: The approaching boat was manned by	1	0	0	1	0	1		none
xnli	Hypothesis: The boat that was approaching was a	1	0	0	1	0	1		none
xnli	Hypothesis: The scarlet figure in charge of	1	0	0	1	0	1		none
xnli	Hypothesis: Wolverstone had been kept prisoner for	1	0	0	1	0	1		none
xnli	Hypothesis: Wolverstone was not the only person	1	0	0	1	0	1		none
xnli	Hypothesis: She spoke in sad tones.	1	0	0	1	0	1		none
xnli	Hypothesis: I have read about your kind,	1	0	0	1	0	1		none
xnli	Hypothesis: He thought someone would be going to	1	0	0	1	0	1		none
xnli	Hypothesis: I could not bring myself to det	1	0	0	1	0	1		none
xnli	Hypothesis: I detained them as soon as I	1	0	0	1	0	1		none
xnli	Hypothesis: I rode to the Bishop and Cal	1	0	0	1	0	1		none
xnli	Hypothesis: You are definitely wrong.	1	0	0	1	0	1		none
xnli	Hypothesis: The person was in a hurry.	1	0	0	1	0	1		none
xnli	Hypothesis: Everything is included in the bargain.	1	0	0	1	0	1		none
xnli	Hypothesis: That isn't included in the agreement.	1	0	0	1	0	1		none
xnli	Hypothesis: He was killed with a sword.	1	0	0	1	0	1		none
xnli	There were ships chasing after them.	1	0	0	1	0	1		none
xnli	Hypothesis: Colonel Bishop is heated.	1	0	0	1	0	1		none
xnli	Hypothesis: She had heard something.	1	0	0	1	0	1		none
xnli	Hypothesis: His lordship spoke sharply.	1	0	0	1	0	1		none
